https://syrianarchive.org/database/2174,HOMS : Al waer,34.7406956,36.6703892,01/10/2015,Alleged civilian casualties from Russian attacks,None,Victims due to rocket shelling on a center hosting displaced people in the Waer neighborhood of Homs.
https://syrianarchive.org/database/2175,HOMS : Al-Ghantu,34.8223907,36.6935635,01/10/2015,Alleged civilian casualties from Russian attacks,None,Al Ghanto town: an air strike by Russian aircrafts on the outskirts of the eastern area.
https://syrianarchive.org/database/2176,HAMA : KafrZita,35.373461,36.601458,01/10/2015,Alleged civilian casualties from Russian attacks,None,Qasioun Agency: Hama: monitoring rocket shelling from Russian warplanes on the city of Kafar Zeta.
https://syrianarchive.org/database/2177,HAMA : latamneh,35.326749,36.621766,01/10/2015,Alleged civilian casualties from Russian attacks,None,Warplanes shelling the Lattameneh city of Hama province.
https://syrianarchive.org/database/2178,HOMS,34.91639,36.733818,01/10/2015,Alleged civilian casualties from Russian attacks,None,Destruction left by Russian shelling on Homs countryside.
https://syrianarchive.org/database/2179,HAMA : latamneh,35.326749,36.621766,30/09/2015,Alleged civilian casualties from Russian attacks,None,The place where it landed a rocket fired by Russian aircrafts on the Lattameneh city of Hama countryside.
https://syrianarchive.org/database/2180,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Moment for the Russian aviation bombed the city of Talbiseh syria homs
https://syrianarchive.org/database/2181,HOMS : Al Zafaraneh,34.8925,36.77916667,30/09/2015,Alleged civilian casualties from Russian attacks,None,An air strike targets Al Zaafaraneh town in Homs countryside.
https://syrianarchive.org/database/2182,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: mourning prayer for some victims of the massacre committed by Russian aircrafts.
https://syrianarchive.org/database/2183,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: Khaled Al Qassab who died as a result of Russian ar strikes on the city.
https://syrianarchive.org/database/2184,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: Martyr Eido Mohammad Jemaa Al Touf
https://syrianarchive.org/database/2185,HOMS : Rastan,34.91639,36.733818,30/09/2015,Alleged civilian casualties from Russian attacks,None,Step Agency || Smoke rising as a result of shelling by Russian warplanes on Rastan in Homs northern countryside.
https://syrianarchive.org/database/2186,HAMA : latamneh,35.326749,36.621766,30/09/2015,Alleged civilian casualties from Russian attacks,None,An unexploded rocket fired by a Russian aircraft on al-Latamneh city in Hama province 30/9/2015.
https://syrianarchive.org/database/2187,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Abdel Latif al-Dhahik (member of Civil Defence) who was killed during Russian airstrikes on the city 30/9/2015
https://syrianarchive.org/database/2188,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Dead child Yaman Mohammed Jemaa 30/9/2015
https://syrianarchive.org/database/2189,HOMS : Rastan,34.91639,36.733818,30/09/2015,Alleged civilian casualties from Russian attacks,None,Step Agency || smoke rising as a result of bombing by Russian warplanes on northern countryside of Homs 30/9/2015.
https://syrianarchive.org/database/2190,HOMS : Rastan,34.91639,36.733818,30/09/2015,Alleged civilian casualties from Russian attacks,None,Rastan city: air strikes on residential neighborhoods by Russian aircraft and the massacre of civilians 30/9/2015.
https://syrianarchive.org/database/2191,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: Abdo Mahdi Khoshfe who died as a result of Russian air strikes on the city 30/9/2015.
https://syrianarchive.org/database/2192,HOMS : Al Zafaraneh,34.8925,36.77916667,30/09/2015,Alleged civilian casualties from Russian attacks,None,"Homs, al-Zaafaraneh town: a second air strike by Russian aircraft and the massacre of civilians 30/9/2015."
https://syrianarchive.org/database/2193,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: Body of Bilal Jumaa al-Lattouf 30/9/2015
https://syrianarchive.org/database/2194,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: Ahmad al-Dhahik who died as a result of Russian air strikes on the city 30/9/2015.
https://syrianarchive.org/database/2195,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh city: an air strike on a residential neighbourhood by Russian aircraft and the massacre of civilians 30/9/2015.
https://syrianarchive.org/database/2196,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: Abdulghani al-Deekh who died as a result of Russian air strikes on the city.
https://syrianarchive.org/database/2197,HOMS : Al Zafaraneh,34.8925,36.77916667,30/09/2015,Alleged civilian casualties from Russian attacks,None,#Homs northern countryside: the site where a vacuum rocket landed and the massacre that occurred in al-Zaafaraneh town.
https://syrianarchive.org/database/2198,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: a severely wounded child 30/9/2015
https://syrianarchive.org/database/2199,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,#Homs_Northern_Countryside: two Russian warplanes carry out heavy air strikes on the city of Talbiseh 30/9/2015.
https://syrianarchive.org/database/2200,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,#Talbiseh_Direct_Network
https://syrianarchive.org/database/2201,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: a child wounded as a result of Russian air strikes 30/9/2015.
https://syrianarchive.org/database/2202,HOMS : Al Zafaraneh,34.8925,36.77916667,30/09/2015,Alleged civilian casualties from Russian attacks,None,#Homs_Northern_Countryside: Russian warplanes carry out air strikes on al-Zaafarane town 30/9/2015
https://syrianarchive.org/database/2203,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: a wounded child as a result of Russian air strikes 30/9/2015.
https://syrianarchive.org/database/2204,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: wounded children as a result of Russian air strikes 30/9/2015.
https://syrianarchive.org/database/2205,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh city: first moments after an air strike on the city and the moment bodies are pulled out from under the rubble.
https://syrianarchive.org/database/2206,HAMA : latamneh,35.326749,36.621766,30/09/2015,Alleged civilian casualties from Russian attacks,None,The site where a rocket fired by Russian aircraft landed in al-Latamneh city in Hama countryside 30/9/2015.
https://syrianarchive.org/database/2207,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,#Homs_Civil_Defense_Directorate
https://syrianarchive.org/database/2208,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: Moment of arrival to the site where a vacuum missile landed 30/9/2015.
https://syrianarchive.org/database/2209,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,#Homs_Civil_Defense_Directorate
https://syrianarchive.org/database/2210,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: the moment the city was targeted by vacuum missiles fired by Russian aircraft.
https://syrianarchive.org/database/2211,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: pulling dead and wounded from under the rubble 30/9/2015.
https://syrianarchive.org/database/2212,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,#Talbiseh_Direct_Network
https://syrianarchive.org/database/2213,HOMS : Rastan,34.91639,36.733818,30/09/2015,Alleged civilian casualties from Russian attacks,None,Rastan: unidentified man killed 30/9/2015
https://syrianarchive.org/database/2214,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: pulling dead and wounded from under the rubble 30/9/2015.
https://syrianarchive.org/database/2215,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: pulling bodies out from under the rubble 30/9/2015.
https://syrianarchive.org/database/2216,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh city: first moments after the air strikes carried out by Russian aircrafts on the city neighborhoods.
https://syrianarchive.org/database/2217,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,#Talbiseh_Direct_Network
https://syrianarchive.org/database/2218,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh: Moment of arrival to the site where a vacuum missile landed 30/9/2015.
https://syrianarchive.org/database/2219,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Russian aircraft committed a massacre in Homs countryside
https://syrianarchive.org/database/2220,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh 30/9/2015: Some of those killed in the massacre and residents making takbir
https://syrianarchive.org/database/2221,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh 30/9/2015: Important: The wounded and attempts to revive them.
https://syrianarchive.org/database/2222,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh 30/9/2015: Important: A child with shrapnel injuries all over his body.
https://syrianarchive.org/database/2223,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh 3[0]/9/2015: dead child Ahmed Mohammed Jemaa
https://syrianarchive.org/database/2224,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh 30/9/2015: field hospitals filled with wounded.
https://syrianarchive.org/database/2225,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh 30/9/2015: a young man with head wounds pulled out of the rubble
https://syrianarchive.org/database/2226,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,Talbiseh 30/9/2015: The body of Mousa Mahmoud Jemaa
https://syrianarchive.org/database/2227,HOMS : Rastan,34.91639,36.733818,30/09/2015,Alleged civilian casualties from Russian attacks,None,Rastan: Important: Warplanes targeting the outskirts of Rastan with vacuum missiles 30/9/2015.
https://syrianarchive.org/database/2228,HOMS : Talbisah,34.833601,36.735749,30/09/2015,Alleged civilian casualties from Russian attacks,None,"Talbiseh: first moments after air strikes by Russian aircrafts, dead and wounded being pulled out from under the rubble."
https://syrianarchive.org/database/2229,HOMS : Rastan,34.91639,36.733818,30/09/2015,Alleged civilian casualties from Russian attacks,None,Rastan: Wounded rushing from Talbiseh city to the field hospital in Rastan 30/9/2015
https://syrianarchive.org/database/2230,HAMA : latamneh,35.326749,36.621766,30/09/2015,Alleged civilian casualties from Russian attacks,None,Bombing by Russian warplanes on al-Latamneh city in Hama province 30/9/2015
https://syrianarchive.org/database/2231,HAMA : latamneh,35.326749,36.621766,30/09/2015,Alleged civilian casualties from Russian attacks,None,Russian warplanes in the sky over al-Latamneh city in Hama province. 30/9/2015
https://syrianarchive.org/database/2232,HAMA : latamneh,35.326749,36.621766,30/09/2015,Alleged civilian casualties from Russian attacks,None,The site hit by Russian warplanes in al-Latamneh city in Hama province 30/9/2015
https://syrianarchive.org/database/2233,HAMA : latamneh,35.326749,36.621766,30/09/2015,Alleged civilian casualties from Russian attacks,None,Two warplanes bomb al-Latamneh city in Hama province 30/9/2015.
https://syrianarchive.org/database/2234,HOMS : Palmyra,34.55972222,38.31583333,29/09/2015,Alleged civilian casualties from Russian attacks,None,Palmyra || The effects of destruction and devastation in the homes of civilians by the barbaric bombardment on the city&#39;s neighborhoods
https://syrianarchive.org/database/2675,ALEPPO : Zahra,None,None,03/09/2015,Use of illegal weapons,Chemical Weapons,Victim&#39;s testimony about the gas attack in Zahra&#39;a Neighborhood by regime forces
https://syrianarchive.org/database/2711,ALEPPO : Mar&#39;e,None,None,01/09/2015,Use of illegal weapons,Chemical Weapons,ISIS targeting Marea with chemical bombs
https://syrianarchive.org/database/2710,ALEPPO : Mar&#39;e,None,None,01/09/2015,Use of illegal weapons,"Chemical Weapons, Mustard Gas",Testimonies of Marea hospital doctors and victims as a result of chemical gas attack
https://syrianarchive.org/database/654,HOMS : Rastan,None,None,29/08/2015,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/653,HOMS : Rastan,None,None,29/08/2015,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/2729,ALEPPO : Mar&#39;e,None,None,21/08/2015,Use of illegal weapons,Chemical Weapons,Testimony of one of the white helmet&#39;s team about the chemical attack in Marea
https://syrianarchive.org/database/2709,ALEPPO : Mar&#39;e,None,None,21/08/2015,Use of illegal weapons,Chemical Weapons,Doctor&#39;s and civilian testimony about poisoned gas attack in Marea
https://syrianarchive.org/database/2708,ALEPPO : Mar&#39;e,None,None,21/08/2015,Use of illegal weapons,Chemical Weapons,Doctor&#39;s testimony about chemical gas attack in Marea. Remnants of the chemical bomb used by ISIS.
https://syrianarchive.org/database/2682,DAMASCUS : Irbin nahiyah,None,None,27/07/2015,Use of illegal weapons,Chemical Weapons,Victims as a result of poisoned gas attack
https://syrianarchive.org/database/2679,DAMASCUS : Harasta nahiyah,None,None,21/07/2015,Use of illegal weapons,Chemical Weapons,Victims as a result of poisoned gas attack in Harasta
https://syrianarchive.org/database/368,ALEPPO,36.197971,37.1656697,07/07/2015,Use of illegal weapons,Chemical Weapons,Casualties of the chlorine chemical attack
https://syrianarchive.org/database/2683,IDLIB : Sarmin nahiyah,None,None,16/05/2015,Use of illegal weapons,Chemical Weapons,The location where the chlorine barrel bomb exploded in Idlib
https://syrianarchive.org/database/2678,IDLIB : Mashmashan,None,None,15/05/2015,Use of illegal weapons,Chemical Weapons,Victims (including children) as a result of chlorine gas attack in Mashmashan village.
https://syrianarchive.org/database/669,IDLIB,35.8666737,36.7166519,06/05/2015,Use of illegal weapons,Chemical Weapons,The family of the Infant Mustafa Haj_Ali who got infected as a result of the chemical attack in Nayrab
https://syrianarchive.org/database/670,IDLIB,35.8666737,36.7166519,02/05/2015,Use of illegal weapons,Chemical Weapons,The location of the chemical attack in Nayrab
https://syrianarchive.org/database/2676,IDLIB : Saraqib nahiyah,None,None,02/05/2015,Use of illegal weapons,Chemical Weapons,Victims (children) as a result of chlorine gas attack
https://syrianarchive.org/database/668,IDLIB : Al nerab,35.8666737,36.7166519,01/05/2015,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Infant causality as a result of the chemical attack in Nayrab
https://syrianarchive.org/database/667,IDLIB : Saraqib nahiyah,None,None,29/04/2015,Use of illegal weapons,Chemical Weapons,"The Idlib civil defence team is collecting samples, and documenting the chemical attack which was carried on by a helicopter."
https://syrianarchive.org/database/2684,IDLIB : Kourin,None,None,28/04/2015,Use of illegal weapons,Chemical Weapons,Documenting the chlorine barrel bomb in Idlib
https://syrianarchive.org/database/2681,HAMA : Al hawash,None,None,26/04/2015,Use of illegal weapons,Chemical Weapons,Victims as a result of chlorine gas attack
https://syrianarchive.org/database/2680,HAMA : Al hawash,None,None,26/04/2015,Use of illegal weapons,Chemical Weapons,Victims as a result of chlorine gas attack
https://syrianarchive.org/database/2694,IDLIB : Kafr aweed,None,None,26/04/2015,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Kafr Oweid was attacked with barrels loaded with chlorine gas causing more than 90 casualties
https://syrianarchive.org/database/2691,IDLIB : Sarmin nahiyah,None,None,16/04/2015,Use of illegal weapons,Chemical Weapons,Suffocation cases as a result of a poisoned gas barrel bomb attack
https://syrianarchive.org/database/2690,IDLIB : Sarmin nahiyah,None,None,16/04/2015,Use of illegal weapons,Chemical Weapons,Washing effected people with water as a result of chemical gas attack
https://syrianarchive.org/database/2689,IDLIB : Sarmin nahiyah,None,None,16/04/2015,Use of illegal weapons,Chemical Weapons,Injured people being rescued to Sarmin field hospital as a result of chlorine barrel bombs attack
https://syrianarchive.org/database/2686,IDLIB : Hobait,None,None,13/04/2015,Use of illegal weapons,Chemical Weapons,Barrel bomb contains 6 cylinders allegedly loaded with poisoned gases in Idlib
https://syrianarchive.org/database/2687,HAMA : KafrZita,None,None,10/04/2015,Use of illegal weapons,Chemical Weapons,The location that was attacked by a chlorine bomb in Hamah
https://syrianarchive.org/database/2685,IDLIB : Tamana&#39;ah nahiyah,None,None,10/04/2015,Use of illegal weapons,Chemical Weapons,Chlorine barrel bomb dropped by a helicopter in Idlib country side
https://syrianarchive.org/database/2720,IDLIB,35.927483,36.632169,31/03/2015,Use of illegal weapons,Chemical Weapons,Washing victims with water as a result of the chemical attack in
https://syrianarchive.org/database/672,IDLIB : Binnish,35.957925,36.711673,26/03/2015,Use of illegal weapons,Chemical Weapons,The civil defence team collecting remains of chlorine gas bomb which was sued by Syrian air force
https://syrianarchive.org/database/546,IDLIB : Sarmin nahiyah,35.900312,36.716094,26/03/2015,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Casualties of the chemical attack
https://syrianarchive.org/database/2688,DAMASCUS : Al-Qadam,None,None,25/03/2015,Use of illegal weapons,Chemical Weapons,Suffocation cases as a result of chlorine barrel bombs attacks
https://syrianarchive.org/database/2717,IDLIB : Binnish,None,None,24/03/2015,Use of illegal weapons,Chemical Weapons,Victims as a result of the chemical gas attack in Binnish
https://syrianarchive.org/database/2732,IDLIB : Qominas,None,None,24/03/2015,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Victims as a result of the chlorine gas attack in Qominas
https://syrianarchive.org/database/671,IDLIB : Binnish,35.957925,36.711673,23/03/2015,Use of illegal weapons,Chemical Weapons,Causalities as a result of chemical attack using Chlorine gas.
https://syrianarchive.org/database/2734,IDLIB : Sarmin nahiyah,None,None,23/03/2015,Use of illegal weapons,Chemical Weapons,Testimonies of the civilians living in the area that was attacked with chemical gas
https://syrianarchive.org/database/2733,IDLIB : Sarmin nahiyah,None,None,23/03/2015,Use of illegal weapons,Chemical Weapons,Testimonies of the civilians living in the area that was attacked with chemical gas
https://syrianarchive.org/database/2731,IDLIB : Sarmin nahiyah,None,None,23/03/2015,Use of illegal weapons,Chemical Weapons,Remnants of the barrel bomb that contained chemical gas
https://syrianarchive.org/database/367,ALEPPO,36.197971,37.1656697,23/03/2015,Use of illegal weapons,Chemical Weapons,Remnants of the barrel bomb that contained chlorine gas
https://syrianarchive.org/database/2714,IDLIB : Sarmin nahiyah,None,None,17/03/2015,Use of illegal weapons,Chemical Weapons,6 casualties and 70 injured as a result of chemical gas attack in Sarmin
https://syrianarchive.org/database/2730,IDLIB : Sarmin nahiyah,None,None,17/03/2015,Use of illegal weapons,Chemical Weapons,Waref Mouhammed Taleb who died as a result of the chemical gas attack
https://syrianarchive.org/database/2728,IDLIB : Sarmin nahiyah,None,None,17/03/2015,Use of illegal weapons,Chemical Weapons,Victims being treated in a field hospital as a result of the chemical gas attack
https://syrianarchive.org/database/2727,IDLIB : Sarmin nahiyah,None,None,17/03/2015,Use of illegal weapons,Chemical Weapons,Victims being treated in a field hospital as a result of the chemical gas attack
https://syrianarchive.org/database/2726,IDLIB : Sarmin nahiyah,None,None,17/03/2015,Use of illegal weapons,Chemical Weapons,Children casualties as a result of the chemical gas attack
https://syrianarchive.org/database/2725,IDLIB : Sarmin nahiyah,None,None,17/03/2015,Use of illegal weapons,Chemical Weapons,Testimony by one of the white helmet&#39;s team as he was effected by the chemical gas attack
https://syrianarchive.org/database/2724,IDLIB : Sarmin nahiyah,None,None,17/03/2015,Use of illegal weapons,Chemical Weapons,Testimony by one of the white helmet&#39;s team as he was effected by the chemical gas attack
https://syrianarchive.org/database/2723,IDLIB : Sarmin nahiyah,None,None,17/03/2015,Use of illegal weapons,Chemical Weapons,Testimony by one of the white helmet&#39;s team as he was effected by the chemical gas attack
https://syrianarchive.org/database/2722,IDLIB : Sarmin nahiyah,None,None,17/03/2015,Use of illegal weapons,Chemical Weapons,Testimony by one of the white helmet&#39;s team as he was effected by the chemical gas attack
https://syrianarchive.org/database/2721,IDLIB : Sarmin nahiyah,None,None,17/03/2015,Use of illegal weapons,Chemical Weapons,Testimony by one of the white helmet&#39;s team as he was effected by the chemical gas attack
https://syrianarchive.org/database/548,IDLIB : Sarmin nahiyah,35.900312,36.716094,17/03/2015,Use of illegal weapons,Chemical Weapons,One of the barrels dropped on Telmenes
https://syrianarchive.org/database/550,IDLIB : Sarmin nahiyah,35.900312,36.716094,17/03/2015,Use of illegal weapons,Chemical Weapons,Civil Defence media report on the chemical attack
https://syrianarchive.org/database/551,IDLIB : Sarmin nahiyah,35.900312,36.716094,17/03/2015,Use of illegal weapons,Chemical Weapons,The site of the chemical attack
https://syrianarchive.org/database/2713,IDLIB : Sarmin nahiyah,None,None,16/03/2015,Use of illegal weapons,Chemical Weapons,Civilians suffocating as a result of a chemical gas attack
https://syrianarchive.org/database/2712,IDLIB : Sarmin nahiyah,None,None,16/03/2015,Use of illegal weapons,Chemical Weapons,One of the doctor&#39;s testimony about the victims as a result of the chemical gas attack
https://syrianarchive.org/database/2718,IDLIB : Sarmin nahiyah,None,None,16/03/2015,Use of illegal weapons,Chemical Weapons,Victims as a result of chemical gas attack in Sarmin
https://syrianarchive.org/database/2719,IDLIB : Sarmin nahiyah,None,None,16/03/2015,Use of illegal weapons,Chemical Weapons,One of the injured from the white helmet&#39;s team as a result of the chemical gas attack
https://syrianarchive.org/database/2716,IDLIB : Sarmin nahiyah,None,None,16/03/2015,Use of illegal weapons,Chemical Weapons,Children casualties as a result of the chemical attack in Sarmin
https://syrianarchive.org/database/2715,IDLIB : Sarmin nahiyah,None,None,16/03/2015,Use of illegal weapons,Chemical Weapons,Casualties as a result of the chemical attack
https://syrianarchive.org/database/547,IDLIB : Sarmin nahiyah,35.900312,36.716094,16/03/2015,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/549,IDLIB : Sarmin nahiyah,35.900312,36.716094,16/03/2015,Use of illegal weapons,Chemical Weapons,One of the casualties
https://syrianarchive.org/database/352,ALEPPO : Front Al-Burayj,36.15,37.0833333,16/03/2015,Use of illegal weapons,Chemical Weapons,The moment of impact of the barrel which contains chemical gas
https://syrianarchive.org/database/432,ALEPPO : Harithan,36.287871,37.0838783,15/03/2015,Use of illegal weapons,Chemical Weapons,Place of impact of the barrel bombs that contains chemical gas
https://syrianarchive.org/database/2703,DAMASCUS : Jobar,None,None,10/03/2015,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Remnants of the chlorine gas cylinder bomb
https://syrianarchive.org/database/2692,DARAA : Muzayrib,None,None,09/03/2015,Use of illegal weapons,Chemical Weapons,Suffocation cases as a result of chlorine gas attack in Dar&#39;a
https://syrianarchive.org/database/2695,DAMASCUS : Harasta nahiyah,None,None,20/10/2014,Use of illegal weapons,Chemical Weapons,The spasm suffered by one of the injured as a result of a poisoned gas attack in Harasta
https://syrianarchive.org/database/341,DAMASCUS : Adra,33.6076513,36.5112588,24/09/2014,Use of illegal weapons,Chemical Weapons,Rebel prisoners killed in chemical attack
https://syrianarchive.org/database/342,DAMASCUS : Adra,33.6076513,36.5112588,24/09/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/343,DAMASCUS : Adra,33.6076513,36.5112588,24/09/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/344,DAMASCUS : Adra,33.6076513,36.5112588,24/09/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/448,HAMA : KafrZita,35.373461,36.601458,31/08/2014,Use of illegal weapons,Chemical Weapons,"Interview with Dr. Hasan al-Araj, head of Kafr Zita field hospital"
https://syrianarchive.org/database/449,HAMA : KafrZita,35.373461,36.601458,30/08/2014,Use of illegal weapons,Chemical Weapons,Remans of barrel dropped during the chemical attack
https://syrianarchive.org/database/450,HAMA : KafrZita,35.373461,36.601458,30/08/2014,Use of illegal weapons,Chemical Weapons,Remans of barrel dropped during the chemical attack
https://syrianarchive.org/database/455,HAMA : KafrZita,35.373461,36.601458,30/08/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/456,HAMA : KafrZita,35.373461,36.601458,30/08/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/424,HAMA : Halfaya,35.261419,36.604177,29/08/2014,Use of illegal weapons,Chemical Weapons,One of the doctors talking about injuries
https://syrianarchive.org/database/425,HAMA : Halfaya,35.261419,36.604177,29/08/2014,Use of illegal weapons,Chemical Weapons,Testimony of member of rebel engineering battalion
https://syrianarchive.org/database/369,HAMA : Alsayad,35.399519,36.61947,28/08/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/370,HAMA : Alsayad,35.399519,36.61947,28/08/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/646,DAMASCUS : zamalka,33.5261956,36.3510736,20/08/2014,Use of illegal weapons,Chemical Weapons,Interview with survivors of the chemical attack
https://syrianarchive.org/database/435,DAMASCUS : Jobar,33.531162,36.336808,20/08/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/443,DAMASCUS : Jobar,33.531162,36.336808,20/08/2014,Use of illegal weapons,Chemical Weapons,Testimony of doctor in one of the field hospitals
https://syrianarchive.org/database/444,DAMASCUS : Jobar,33.531162,36.336808,20/08/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/371,DARAA,32.664342,36.114678,19/08/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/366,ALEPPO,36.197971,37.1656697,29/07/2014,Use of illegal weapons,"Chemical Weapons, Chlorine Gas",Casualties of the chemical attack which targeted opposition forces
https://syrianarchive.org/database/420,HAMA : Halfaya,35.261419,36.604177,27/07/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/421,HAMA : Halfaya,35.261419,36.604177,27/07/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/422,HAMA : Halfaya,35.261419,36.604177,27/07/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/423,HAMA : Halfaya,35.261419,36.604177,27/07/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/451,HAMA : KafrZita,35.373461,36.601458,17/07/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/452,HAMA : KafrZita,35.373461,36.601458,17/07/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/453,HAMA : KafrZita,35.373461,36.601458,17/07/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/454,HAMA : KafrZita,35.373461,36.601458,17/07/2014,Use of illegal weapons,Chemical Weapons,Casualties of the chemical attack
https://syrianarchive.org/database/2698,DAMASCUS : Irbin nahiyah,None,None,05/06/2014,Use of illegal weapons,Chemical Weapons,Treating injured in a field hospital as a result of poisoned gas attack in Erbin
https://syrianarchive.org/database/2697,DAMASCUS : Irbin nahiyah,None,None,05/06/2014,Use of illegal weapons,Chemical Weapons,Testimony of one of the injured as a result of poisoned gas attack
